SENTENCE_ID,iteration,GPT-5,Qwen2.5-32B-Instruct,Mistral-Small-3.2-24B-Instruct,Llama-3.2-3B
K_619,6,5,4,5,5
K_619,7,5,4,5,4
K_619,8,5,5,5,5
K_619,9,5,5,5,4
K_627,0,2,3,5,4
K_627,1,3,3,5,5
K_627,2,3,3,5,3
K_627,3,3,3,5,4
K_627,4,3,3,5,4
K_627,5,2,3,5,4
K_627,6,2,3,5,4
K_627,7,2,3,5,5
K_627,8,3,3,5,4
K_627,9,3,3,5,4
K_633,0,1,2,3,3
K_633,1,1,2,3,4
K_633,2,1,2,3,4
K_633,3,1,2,3,4
K_633,4,1,2,3,2
K_633,5,1,2,3,3
K_633,6,1,2,3,4
K_633,7,1,2,3,2
K_633,8,1,2,3,4
K_633,9,1,2,3,4
K_694,0,5,5,5,5
K_694,1,6,5,5,5
K_694,2,6,5,5,5
K_694,3,5,5,5,4
K_694,4,5,5,5,5
K_694,5,6,5,5,4
K_694,6,6,5,5,4
K_694,7,5,5,5,4
K_694,8,5,5,5,5
K_694,9,6,5,5,5
K_723,0,4,4,3,4
K_723,1,4,4,3,5
K_723,2,4,4,3,4
K_723,3,3,4,3,3
K_723,4,3,4,3,4
K_723,5,4,4,3,4
K_723,6,4,4,3,4
K_723,7,3,4,3,2
K_723,8,3,4,3,2
K_723,9,4,4,3,3
K_845,0,5,5,5,4
K_845,1,5,5,5,5
K_845,2,6,5,5,5
K_845,3,6,5,5,5
K_845,4,5,5,5,4
K_845,5,5,5,5,4
K_845,6,5,5,5,4
K_845,7,6,5,5,4
K_845,8,6,5,5,5
K_845,9,5,5,5,4
K_911,0,5,4,5,4
K_911,1,6,4,5,5
K_911,2,6,4,5,5
K_911,3,6,4,5,5
K_911,4,6,4,5,5
K_911,5,6,4,5,5
K_911,6,6,4,5,4
K_911,7,6,4,5,5
K_911,8,5,4,5,5
K_911,9,6,4,5,4
W_1,0,2,2,4,4
W_1,1,2,2,4,4
W_1,2,2,2,3,4
W_1,3,2,2,3,2
W_1,4,2,2,4,2
W_1,5,2,2,4,2
W_1,6,2,2,4,5
W_1,7,2,2,4,5
W_1,8,2,2,4,4
W_1,9,2,2,4,4
W_100,0,2,2,3,4
W_100,1,2,2,3,3
W_100,2,2,2,3,3
W_100,3,2,2,3,2
W_100,4,2,2,3,4
W_100,5,3,2,3,2
W_100,6,2,2,3,4
W_100,7,2,2,3,4
W_100,8,2,2,3,3
W_100,9,2,2,3,4
W_103,0,2,2,3,4
W_103,1,2,2,3,2
W_103,2,2,2,3,4
W_103,3,2,2,3,4
W_103,4,2,2,3,2
W_103,5,2,2,3,3
W_103,6,1,2,3,4
W_103,7,2,2,3,2
W_103,8,2,2,3,2
W_103,9,2,2,3,2
W_121,0,1,2,2,4
W_121,1,1,2,2,4
W_121,2,1,2,2,2
W_121,3,1,2,2,2
W_121,4,1,2,2,4
W_121,5,1,2,2,4
W_121,6,1,2,2,4
W_121,7,1,2,2,2
W_121,8,1,2,2,4
W_121,9,1,2,2,2
W_122,0,2,2,3,4
W_122,1,2,2,3,4
W_122,2,2,2,3,4
W_122,3,2,2,3,2
W_122,4,2,2,3,4
W_122,5,1,2,3,4
W_122,6,2,2,3,4
W_122,7,2,2,3,4
W_122,8,2,2,3,4
W_122,9,2,2,3,4
W_14,0,2,2,4,4
W_14,1,2,2,4,4
W_14,2,2,2,4,2
W_14,3,2,2,4,2
W_14,4,1,2,3,4
W_14,5,2,2,4,2
W_14,6,2,2,4,3
W_14,7,2,2,4,2
W_14,8,1,2,4,3
W_14,9,2,2,3,2
W_145,0,1,2,2,2
W_145,1,1,2,2,3
W_145,2,1,2,2,2
W_145,3,1,2,2,4
W_145,4,1,2,2,4
W_145,5,1,2,2,2
W_145,6,1,2,2,2
W_145,7,1,2,2,2
W_145,8,1,2,2,4
W_145,9,1,2,2,2
W_153,0,1,2,2,4
W_153,1,1,2,2,2
W_153,2,1,2,2,4
W_153,3,1,2,2,3
W_153,4,1,2,2,4
W_153,5,1,2,2,3
W_153,6,1,2,2,4
W_153,7,1,2,2,4
W_153,8,1,2,2,4
W_153,9,1,2,2,4
W_163,0,1,2,3,4
W_163,1,1,3,3,4
W_163,2,1,3,3,2
W_163,3,1,3,3,5
W_163,4,2,2,3,5
W_163,5,2,2,3,5
W_163,6,1,3,3,4
W_163,7,1,3,3,3
W_163,8,2,3,3,4
W_163,9,1,3,3,4
W_169,0,1,2,3,4
W_169,1,1,2,3,2
W_169,2,1,2,3,2
W_169,3,1,2,3,2
W_169,4,1,2,3,5
W_169,5,1,2,3,4
W_169,6,1,2,3,4
W_169,7,1,2,3,4
W_169,8,1,2,3,4
W_169,9,1,2,3,3
W_17,0,2,2,3,4
W_17,1,2,2,3,4
W_17,2,2,2,3,2
W_17,3,2,2,3,2
W_17,4,2,2,3,2
W_17,5,2,2,3,3
W_17,6,2,2,3,2
W_17,7,3,2,3,4
W_17,8,3,2,3,3
W_17,9,3,2,3,2
W_177,0,3,3,4,4
W_177,1,2,3,4,4
W_177,2,2,3,4,2
W_177,3,2,3,4,4
W_177,4,2,3,4,5
W_177,5,2,3,4,4
W_177,6,3,3,4,5
W_177,7,2,3,4,4
W_177,8,2,3,4,4
W_177,9,2,3,4,4
W_204,0,2,2,3,4
W_204,1,1,2,3,5
W_204,2,2,2,3,4
W_204,3,2,2,3,4
W_204,4,2,2,3,4
W_204,5,2,2,3,4
W_204,6,2,2,3,4
W_204,7,2,2,3,2
W_204,8,2,2,3,3
W_204,9,2,2,3,2
W_205,0,1,2,2,3
W_205,1,1,2,2,2
W_205,2,1,2,2,2
W_205,3,1,2,2,2
W_205,4,1,2,2,3
W_205,5,1,2,2,3
W_205,6,1,2,2,4
W_205,7,1,2,2,2
W_205,8,1,2,2,4
W_205,9,1,2,2,4
W_209,0,2,2,3,5
W_209,1,2,2,3,4
W_209,2,2,2,3,4
W_209,3,2,2,3,4
W_209,4,2,2,3,3
W_209,5,2,2,3,4
W_209,6,2,2,3,4
W_209,7,2,2,3,2
W_209,8,2,2,3,4
W_209,9,2,2,3,3
W_227,0,3,4,5,5
W_227,1,3,3,5,4
W_227,2,3,4,5,5
W_227,3,3,3,5,5
W_227,4,4,3,5,4
W_227,5,3,4,5,5
W_227,6,3,4,5,5
W_227,7,3,3,5,4
W_227,8,4,3,5,5
W_227,9,3,3,5,4
W_228,0,1,2,3,2
W_228,1,2,2,3,4
W_228,2,2,2,3,4
W_228,3,1,2,3,4
W_228,4,2,2,3,4
W_228,5,2,2,3,4
W_228,6,2,2,3,4
W_228,7,1,2,3,2
W_228,8,1,2,3,3
W_228,9,2,2,3,4
W_232,0,1,2,2,2
W_232,1,1,2,2,2
W_232,2,1,2,2,4
W_232,3,1,2,2,3
W_232,4,1,2,2,4
W_232,5,1,2,2,4
W_232,6,1,2,2,3
W_232,7,1,2,2,2
W_232,8,1,2,2,3
W_232,9,1,2,2,3
W_237,0,1,2,2,4
W_237,1,1,2,2,2
W_237,2,1,2,2,4
W_237,3,1,2,2,4
W_237,4,1,2,2,4
W_237,5,1,2,2,2
W_237,6,1,2,2,2
W_237,7,1,2,2,4
W_237,8,1,2,2,2
W_237,9,1,2,2,3
W_268,0,3,3,5,5
W_268,1,3,2,5,5
W_268,2,3,3,5,5
W_268,3,3,2,5,5
W_268,4,3,2,5,4
W_268,5,3,2,5,5
W_268,6,4,3,5,5
W_268,7,4,2,5,5
W_268,8,4,2,5,4
W_268,9,4,2,5,4
W_281,0,1,2,2,3
W_281,1,1,2,2,2
W_281,2,1,2,2,2
W_281,3,1,2,2,4
W_281,4,1,2,2,3
W_281,5,1,2,2,2
W_281,6,1,2,2,3
W_281,7,1,2,2,2
W_281,8,1,2,2,3
W_281,9,1,2,2,4
W_291,0,1,2,2,2
W_291,1,1,2,2,4
W_291,2,1,2,2,4
W_291,3,1,2,2,2
W_291,4,1,2,2,3
W_291,5,1,2,2,2
W_291,6,1,2,2,2
W_291,7,1,2,2,4
W_291,8,1,2,2,3
W_291,9,1,2,2,4
W_298,0,3,4,5,5
W_298,1,2,4,5,3
W_298,2,2,4,5,5
W_298,3,2,4,5,4
W_298,4,2,4,5,3
W_298,5,2,4,5,4
W_298,6,3,4,5,4
W_298,7,2,4,5,4
W_298,8,3,4,5,4
W_298,9,2,4,5,5
W_303,0,1,2,3,5
W_303,1,1,2,3,4
W_303,2,1,2,3,4
W_303,3,2,2,3,3
W_303,4,2,2,3,4
W_303,5,1,2,3,2
W_303,6,1,2,3,5
W_303,7,1,2,3,4
W_303,8,1,2,3,4
W_303,9,1,2,3,5
W_311,0,2,2,3,3
W_311,1,2,2,3,4
W_311,2,2,2,3,4
W_311,3,2,2,3,5
W_311,4,2,2,3,4
W_311,5,1,2,3,4
W_311,6,2,2,3,4
W_311,7,2,2,3,4
W_311,8,2,2,3,2
W_311,9,2,2,3,4
W_316,0,1,2,3,2
W_316,1,2,2,3,3
W_316,2,1,2,3,4
W_316,3,1,2,3,3
W_316,4,1,2,3,4
W_316,5,1,2,3,2
W_316,6,1,2,3,4
W_316,7,1,2,3,4
W_316,8,1,2,3,4
W_316,9,1,2,3,4
W_321,0,1,2,2,3
W_321,1,1,2,2,2
W_321,2,1,2,2,2
W_321,3,1,2,2,3
W_321,4,1,2,2,2
W_321,5,1,2,2,2
W_321,6,1,2,2,3
W_321,7,1,2,2,4
W_321,8,1,2,2,3
W_321,9,1,2,2,2
W_344,0,1,3,3,5
W_344,1,2,3,3,4
W_344,2,2,3,3,4
W_344,3,2,3,3,4
W_344,4,1,3,3,4
W_344,5,2,3,3,4
W_344,6,1,3,3,3
W_344,7,2,3,3,3
W_344,8,2,3,3,3
W_344,9,2,3,3,4
W_353,0,2,2,3,3
W_353,1,2,2,3,3
W_353,2,1,2,3,3
W_353,3,2,2,3,4
W_353,4,2,2,3,3
W_353,5,2,2,3,5
W_353,6,2,2,3,3
W_353,7,2,2,3,4
W_353,8,2,2,3,4
W_353,9,1,2,3,5
W_373,0,1,2,3,3
W_373,1,1,2,3,2
W_373,2,2,2,3,3
W_373,3,2,2,3,4
W_373,4,2,2,3,4
W_373,5,1,2,3,4
W_373,6,2,2,3,4
W_373,7,1,2,3,4
W_373,8,2,2,3,3
W_373,9,1,2,3,3
W_377,0,1,2,2,4
W_377,1,1,2,2,4
W_377,2,1,2,2,4
W_377,3,1,2,2,2
W_377,4,1,2,2,4
W_377,5,1,2,2,4
W_377,6,1,2,2,2
W_377,7,1,2,2,4
W_377,8,1,2,2,4
W_377,9,1,2,2,3
W_407,0,1,2,2,4
W_407,1,2,2,2,2
W_407,2,2,2,2,3
W_407,3,1,2,2,2
W_407,4,1,2,2,3
W_407,5,2,2,2,4
W_407,6,1,2,2,2
W_407,7,2,2,2,3
W_407,8,2,2,2,2
W_407,9,2,2,2,2
W_408,0,2,2,3,4
W_408,1,2,2,3,3
W_408,2,2,2,3,4
W_408,3,2,2,3,2
W_408,4,2,2,3,2
W_408,5,2,2,3,4
W_408,6,2,2,3,4
W_408,7,2,2,3,2
W_408,8,2,2,3,4
W_408,9,2,2,3,4
W_413,0,1,2,2,3
W_413,1,1,2,2,4
W_413,2,1,2,2,2
W_413,3,1,2,2,2
W_413,4,1,2,2,2
W_413,5,1,2,2,3
W_413,6,1,2,2,4
W_413,7,1,2,2,3
W_413,8,1,2,2,4
W_413,9,1,2,2,3
W_416,0,2,2,3,3
W_416,1,2,2,3,4
W_416,2,2,2,3,4
W_416,3,2,2,3,2
W_416,4,2,2,3,4
W_416,5,2,2,3,3
W_416,6,2,2,3,3
W_416,7,2,2,3,4
W_416,8,2,2,3,3
W_416,9,2,2,3,5
W_422,0,2,2,3,2
W_422,1,2,2,3,5
W_422,2,2,2,3,4
W_422,3,2,2,3,4
W_422,4,1,2,3,5
W_422,5,2,2,3,4
W_422,6,2,2,3,4
W_422,7,2,2,3,2
W_422,8,1,2,3,4
W_422,9,2,2,3,4
W_423,0,1,2,2,2
W_423,1,1,2,2,2
W_423,2,1,2,2,4
W_423,3,1,2,2,3
W_423,4,1,2,2,2
W_423,5,1,2,2,4
W_423,6,1,2,2,2
W_423,7,1,2,2,4
W_423,8,1,2,2,4
W_423,9,1,2,2,4
W_427,0,1,2,3,3
W_427,1,1,2,3,4
W_427,2,1,2,3,2
W_427,3,1,2,3,3
W_427,4,2,2,3,2
W_427,5,1,2,3,4
W_427,6,2,2,3,4
W_427,7,1,2,3,4
W_427,8,1,2,3,2
W_427,9,1,2,3,4
W_430,0,1,2,2,4
W_430,1,1,2,2,4
W_430,2,1,2,2,4
W_430,3,1,2,2,4
W_430,4,1,2,2,3
W_430,5,1,2,2,5
W_430,6,1,2,2,4
W_430,7,1,2,3,3
W_430,8,1,2,3,3
W_430,9,1,2,2,5
W_431,0,1,2,3,4
W_431,1,1,2,3,4
W_431,2,1,2,3,3
W_431,3,1,2,3,4
W_431,4,1,2,3,4
W_431,5,1,2,3,2
W_431,6,1,2,3,4
W_431,7,1,2,3,3
W_431,8,1,2,3,4
W_431,9,1,2,3,3
W_443,0,1,2,2,3
W_443,1,1,2,2,3
W_443,2,1,2,2,2
W_443,3,1,2,2,3
W_443,4,1,2,2,2
W_443,5,1,2,2,4
W_443,6,1,2,2,4
W_443,7,1,2,2,3
W_443,8,1,2,2,2
W_443,9,1,2,2,2
W_446,0,1,2,2,3
W_446,1,1,2,2,2
W_446,2,1,2,2,3
W_446,3,1,2,2,4
W_446,4,1,2,2,4
W_446,5,1,2,2,3
W_446,6,1,2,2,2
W_446,7,1,2,2,4
W_446,8,1,2,2,4
W_446,9,1,2,2,2
W_447,0,1,2,3,2
W_447,1,1,2,3,4
W_447,2,1,2,3,4
W_447,3,1,2,3,2
W_447,4,1,2,3,4
W_447,5,1,2,3,4
W_447,6,1,2,3,3
W_447,7,1,2,3,4
W_447,8,1,2,3,5
W_447,9,1,2,3,4
W_452,0,1,2,2,4
W_452,1,1,2,2,4
W_452,2,1,2,3,3
W_452,3,1,2,2,4
W_452,4,1,2,2,2
W_452,5,1,2,2,4
W_452,6,1,2,2,4
W_452,7,1,2,3,2
W_452,8,1,2,2,3
W_452,9,1,2,2,3
W_458,0,1,2,2,3
W_458,1,1,2,2,2
W_458,2,1,2,2,3
W_458,3,1,2,2,2
W_458,4,1,2,2,3
W_458,5,1,2,2,3
W_458,6,1,2,2,2
W_458,7,1,2,2,2
W_458,8,1,2,2,4
W_458,9,1,2,2,2
W_463,0,1,2,2,3
W_463,1,1,2,2,4
W_463,2,1,2,2,4
W_463,3,1,2,2,5
W_463,4,1,2,3,5
W_463,5,1,2,2,2
W_463,6,1,2,2,4
W_463,7,1,2,2,4
W_463,8,1,2,3,3
W_463,9,1,2,2,5
W_464,0,1,2,2,4
W_464,1,1,2,2,2
W_464,2,1,2,2,2
W_464,3,1,2,2,4
W_464,4,1,2,2,2
W_464,5,1,2,2,4
W_464,6,1,2,2,4
W_464,7,1,2,2,4
W_464,8,1,2,2,3
W_464,9,1,2,2,3
W_475,0,1,2,2,4
W_475,1,1,2,2,4
W_475,2,1,2,2,2
W_475,3,1,2,2,2
W_475,4,1,2,2,2
W_475,5,1,2,2,3
W_475,6,1,2,2,2
W_475,7,1,2,2,2
W_475,8,1,2,2,4
W_475,9,1,2,2,3
W_480,0,1,2,2,4
W_480,1,1,2,2,4
W_480,2,1,2,2,2
W_480,3,1,2,2,2
W_480,4,1,2,2,2
W_480,5,1,2,2,3
W_480,6,1,2,2,3
W_480,7,1,2,2,3
W_480,8,1,2,2,3
W_480,9,1,2,2,2
W_485,0,1,2,3,4
W_485,1,1,2,3,2
W_485,2,1,2,3,2
W_485,3,1,2,3,3
W_485,4,1,2,3,4
W_485,5,1,2,3,4
W_485,6,2,2,3,2
W_485,7,1,2,2,3
W_485,8,1,2,3,3
W_485,9,1,2,2,4
W_49,0,1,2,3,4
W_49,1,1,2,3,3
W_49,2,1,2,3,4
W_49,3,2,3,3,4
W_49,4,2,2,3,3
W_49,5,1,3,3,3
W_49,6,2,2,3,4
W_49,7,1,2,3,3
W_49,8,1,2,3,4
W_49,9,1,3,3,5
W_5,0,1,2,3,4
W_5,1,1,2,3,2
W_5,2,1,2,3,2
W_5,3,1,2,3,4
W_5,4,1,2,3,2
W_5,5,1,2,3,4
W_5,6,1,2,3,4
W_5,7,1,2,3,4
W_5,8,1,2,3,2
W_5,9,1,2,3,4
W_511,0,1,2,3,4
W_511,1,1,2,3,3
W_511,2,1,2,3,4
W_511,3,1,2,3,2
W_511,4,1,2,3,4
W_511,5,1,2,3,4
W_511,6,1,2,3,4
W_511,7,1,2,3,4
W_511,8,1,2,3,3
W_511,9,1,2,3,5
W_529,0,2,2,4,5
W_529,1,2,2,4,3
W_529,2,1,2,4,4
W_529,3,2,2,4,5
W_529,4,1,2,3,2
W_529,5,2,2,4,4
W_529,6,2,2,4,4
W_529,7,2,2,4,4
W_529,8,2,2,4,4
W_529,9,2,2,3,5
W_530,0,2,2,3,5
W_530,1,2,2,3,5
W_530,2,2,2,3,5
W_530,3,2,2,3,4
W_530,4,2,2,3,4
W_530,5,2,2,3,4
W_530,6,2,2,3,5
W_530,7,2,2,3,5
W_530,8,2,2,3,4
W_530,9,2,2,3,5
W_533,0,1,2,3,3
W_533,1,1,2,3,2
W_533,2,1,2,3,2
W_533,3,1,2,3,4
W_533,4,1,2,3,4
W_533,5,1,2,3,2
W_533,6,1,2,3,3
W_533,7,1,2,3,4
W_533,8,1,2,3,4
W_533,9,1,2,3,4
W_538,0,3,4,5,6
W_538,1,3,4,5,4
W_538,2,4,4,5,5
W_538,3,3,4,5,6
W_538,4,5,4,5,4
W_538,5,4,4,5,4
W_538,6,4,4,5,5
W_538,7,4,4,5,4
W_538,8,4,4,5,4
W_538,9,3,4,5,5
W_541,0,2,2,3,4
W_541,1,2,2,3,4
W_541,2,2,2,3,4
W_541,3,2,2,3,4
W_541,4,2,2,3,5
W_541,5,2,2,3,5
W_541,6,2,2,3,4
W_541,7,2,2,3,4
W_541,8,2,2,3,5
W_541,9,2,2,3,4
W_544,0,1,2,2,3
W_544,1,1,2,2,4
W_544,2,1,2,2,2
W_544,3,1,2,2,2
W_544,4,1,2,2,3
W_544,5,1,2,2,3
W_544,6,1,2,2,2
W_544,7,1,2,2,4
W_544,8,1,2,2,3
W_544,9,1,2,2,3
W_560,0,1,2,2,4
W_560,1,1,2,2,2
W_560,2,1,2,2,4
W_560,3,1,2,2,4
W_560,4,1,2,2,3
W_560,5,1,2,2,3
W_560,6,1,2,2,4
W_560,7,1,2,2,2
W_560,8,1,2,2,3
W_560,9,1,2,2,4
W_561,0,2,2,2,4
W_561,1,2,2,2,3
W_561,2,1,2,2,4
W_561,3,2,2,2,2
W_561,4,1,2,2,4
W_561,5,1,2,2,4
W_561,6,2,2,2,2
W_561,7,2,2,2,2
W_561,8,2,2,2,2
W_561,9,2,2,2,3
W_581,0,1,2,3,2
W_581,1,1,2,3,2
W_581,2,1,2,2,5
W_581,3,1,2,3,4
W_581,4,1,2,3,4
W_581,5,2,2,3,2
W_581,6,2,2,2,5
W_581,7,2,2,3,3
W_581,8,1,2,3,2
W_581,9,2,2,3,4
W_583,0,1,2,3,4
W_583,1,1,3,3,4
W_583,2,2,2,3,4
W_583,3,1,2,3,4
W_583,4,1,3,3,4
W_583,5,2,2,3,4
W_583,6,2,2,3,4
W_583,7,1,2,3,3
W_583,8,1,2,3,4
W_583,9,1,3,3,4
W_59,0,1,2,2,4
W_59,1,1,2,2,4
W_59,2,1,2,2,3
W_59,3,1,2,2,4
W_59,4,1,2,2,4
W_59,5,1,2,2,2
W_59,6,1,2,2,3
W_59,7,1,2,2,2
W_59,8,1,2,2,4
W_59,9,1,2,2,3
W_590,0,1,2,2,4
W_590,1,1,2,2,4
W_590,2,1,2,2,4
W_590,3,1,2,2,2
W_590,4,1,2,2,2
W_590,5,1,2,2,3
W_590,6,1,2,2,2
W_590,7,1,2,2,4
W_590,8,1,2,2,4
W_590,9,1,2,2,2
W_597,0,1,2,2,4
W_597,1,1,2,2,3
W_597,2,1,2,2,4
W_597,3,1,2,2,4
W_597,4,1,2,2,4
W_597,5,1,2,2,3
W_597,6,1,2,2,4
W_597,7,1,2,2,3
W_597,8,1,2,2,4
W_597,9,1,2,2,4
W_60,0,2,2,3,4
W_60,1,1,2,3,2
W_60,2,2,2,3,4
W_60,3,2,2,3,5
W_60,4,1,2,3,4
W_60,5,1,2,3,2
W_60,6,1,2,3,2
W_60,7,2,2,3,5
W_60,8,2,2,3,2
W_60,9,1,2,3,3
W_613,0,2,3,4,3
W_613,1,2,3,4,4
W_613,2,2,3,4,4
W_613,3,2,3,4,4
W_613,4,2,3,4,4
W_613,5,2,3,4,3
W_613,6,2,3,4,2
W_613,7,2,3,4,4
W_613,8,2,3,4,2
W_613,9,2,3,4,4
W_615,0,1,2,3,3
W_615,1,1,2,3,4
W_615,2,1,2,3,4
W_615,3,1,2,3,2
W_615,4,1,2,3,2
W_615,5,1,2,3,4
W_615,6,1,2,3,2
W_615,7,1,2,3,4
W_615,8,1,2,3,3
W_615,9,1,2,3,3
W_623,0,1,2,3,2
W_623,1,1,2,3,3
W_623,2,1,2,3,3
W_623,3,1,2,3,3
W_623,4,1,2,3,2
W_623,5,1,2,3,3
W_623,6,1,2,3,4
W_623,7,1,2,3,3
W_623,8,1,2,3,3
W_623,9,1,2,3,2
W_629,0,1,2,3,3
W_629,1,1,2,3,2
W_629,2,1,2,3,4
W_629,3,1,2,3,2
W_629,4,1,2,3,2
W_629,5,1,2,3,2
W_629,6,1,2,3,3
W_629,7,1,2,3,4
W_629,8,1,2,3,4
W_629,9,1,2,3,4
W_641,0,1,2,3,4
W_641,1,1,2,3,2
W_641,2,1,2,3,4
W_641,3,1,2,3,2
W_641,4,1,2,3,2
W_641,5,1,2,3,4
W_641,6,1,2,3,4
W_641,7,1,2,3,2
W_641,8,1,2,3,4
W_641,9,1,2,3,4
W_650,0,1,2,3,4
W_650,1,1,2,3,4
W_650,2,1,2,3,2
W_650,3,1,2,3,2
W_650,4,2,2,3,3
W_650,5,1,2,3,4
W_650,6,1,2,3,3
W_650,7,1,2,3,4
W_650,8,1,2,3,2
W_650,9,1,2,3,4
W_652,0,1,2,3,4
W_652,1,1,2,3,3
W_652,2,1,2,3,4
W_652,3,1,2,3,3
W_652,4,1,2,3,3
W_652,5,1,2,3,3
W_652,6,1,2,3,3
W_652,7,1,2,3,3
W_652,8,1,2,3,3
W_652,9,1,2,3,2
W_661,0,1,2,3,2
W_661,1,1,2,3,3
W_661,2,1,2,2,2
W_661,3,1,2,3,4
W_661,4,1,2,3,2
W_661,5,1,2,2,2
W_661,6,1,2,3,4
W_661,7,1,2,3,2
W_661,8,1,2,3,2
W_661,9,1,2,3,3
W_666,0,1,2,2,4
W_666,1,1,2,2,4
W_666,2,1,2,2,4
W_666,3,1,2,2,2
W_666,4,1,2,2,2
W_666,5,1,2,2,2
W_666,6,1,2,2,4
W_666,7,1,2,2,2
W_666,8,1,2,2,2
W_666,9,1,2,2,3
W_671,0,1,2,2,4
W_671,1,1,2,2,4
W_671,2,1,2,2,3
W_671,3,1,2,2,4
W_671,4,1,2,2,4
W_671,5,1,2,2,4
W_671,6,1,2,2,2
W_671,7,1,2,2,2
W_671,8,1,2,2,5
W_671,9,1,2,2,4
W_672,0,1,2,2,3
W_672,1,1,2,2,3
W_672,2,1,2,2,2
W_672,3,1,2,2,2
W_672,4,1,2,2,2
W_672,5,1,2,2,4
W_672,6,1,2,2,3
W_672,7,1,2,2,2
W_672,8,1,2,2,2
W_672,9,1,2,2,3
W_673,0,1,2,3,3
W_673,1,1,2,3,4
W_673,2,1,2,3,3
W_673,3,1,2,3,3
W_673,4,1,2,3,4
W_673,5,1,2,3,3
W_673,6,1,2,3,2
W_673,7,1,2,3,4
W_673,8,1,2,3,3
W_673,9,1,2,3,4
W_675,0,2,4,4,5
W_675,1,2,4,4,5
W_675,2,2,4,4,4
W_675,3,2,4,4,4
W_675,4,2,4,4,5
W_675,5,2,4,4,4
W_675,6,2,4,4,4
W_675,7,2,4,4,5
W_675,8,2,4,4,4
W_675,9,2,4,4,5
W_681,0,1,2,3,2
W_681,1,2,2,3,2
W_681,2,2,2,3,3
W_681,3,2,2,3,4
W_681,4,2,2,3,4
W_681,5,2,3,3,4
W_681,6,2,2,3,2
W_681,7,2,2,3,4
W_681,8,2,2,3,3
W_681,9,1,2,3,4
W_692,0,2,2,3,3
W_692,1,2,2,3,2
W_692,2,2,2,3,2
W_692,3,2,2,3,2
W_692,4,2,2,3,4
W_692,5,2,2,3,3
W_692,6,2,2,3,3
W_692,7,1,2,3,4
W_692,8,2,2,3,2
W_692,9,2,2,3,2
W_703,0,2,2,3,4
W_703,1,1,2,3,4
W_703,2,1,2,3,4
W_703,3,1,2,3,4
W_703,4,1,2,3,4
W_703,5,1,2,3,2
W_703,6,1,2,3,4
W_703,7,1,2,3,3
W_703,8,1,2,3,3
W_703,9,1,2,3,2
W_705,0,2,2,4,3
W_705,1,2,2,4,4
W_705,2,2,2,4,4
W_705,3,2,2,4,4
W_705,4,2,2,4,4
W_705,5,2,2,4,4
W_705,6,2,2,4,5
W_705,7,2,2,4,4
W_705,8,2,2,4,5
W_705,9,2,2,4,5
W_712,0,1,2,2,3
W_712,1,1,2,2,4
W_712,2,1,2,2,2
W_712,3,1,2,2,4
W_712,4,1,2,2,2
W_712,5,1,2,2,3
W_712,6,1,2,2,4
W_712,7,1,2,2,3
W_712,8,1,2,2,2
W_712,9,1,2,2,2
W_719,0,1,2,3,2
W_719,1,1,2,3,3
W_719,2,1,2,3,2
W_719,3,1,2,3,5
W_719,4,1,2,3,2
W_719,5,1,2,3,3
W_719,6,2,2,3,5
W_719,7,1,2,3,3
W_719,8,1,2,3,5
W_719,9,1,2,3,4
W_726,0,1,2,3,3
W_726,1,1,2,3,3
W_726,2,1,2,3,3
W_726,3,1,2,3,3
W_726,4,1,2,3,4
W_726,5,1,2,3,4
W_726,6,1,2,3,3
W_726,7,1,2,3,4
W_726,8,1,2,3,3
W_726,9,1,2,3,3
W_733,0,1,2,2,3
W_733,1,1,2,2,2
W_733,2,1,2,2,2
W_733,3,1,2,2,4
W_733,4,1,2,2,2
W_733,5,1,2,2,3
W_733,6,1,2,2,2
W_733,7,1,2,2,4
W_733,8,1,2,2,2
W_733,9,1,2,2,2
W_739,0,1,2,2,5
W_739,1,1,2,2,4
W_739,2,1,1,2,2
W_739,3,1,2,2,4
W_739,4,1,2,2,4
W_739,5,1,1,2,2
W_739,6,1,2,2,2
W_739,7,1,2,2,2
W_739,8,1,1,2,4
W_739,9,1,1,2,3
W_75,0,2,2,2,3
W_75,1,2,2,2,3
W_75,2,2,2,2,2
W_75,3,2,2,2,4
W_75,4,2,2,2,3
W_75,5,2,2,2,2
W_75,6,1,2,2,3
W_75,7,2,2,2,4
W_75,8,2,2,2,3
W_75,9,2,2,2,3
W_750,0,1,2,3,2
W_750,1,1,2,3,2
W_750,2,1,2,3,4
W_750,3,1,2,3,4
W_750,4,1,2,3,3
W_750,5,1,2,3,4
W_750,6,2,2,3,5
W_750,7,1,2,3,2
W_750,8,1,2,3,3
W_750,9,1,2,3,5
W_751,0,1,2,3,3
W_751,1,1,2,3,4
W_751,2,1,2,3,3
W_751,3,2,2,3,5
W_751,4,1,2,3,4
W_751,5,1,2,3,4
W_751,6,1,2,3,5
W_751,7,1,2,3,4
W_751,8,1,2,3,4
W_751,9,1,2,3,5
W_761,0,1,2,2,2
W_761,1,1,2,2,4
W_761,2,2,2,2,3
W_761,3,1,2,2,2
W_761,4,1,2,2,2
W_761,5,1,2,2,3
W_761,6,1,2,2,3
W_761,7,1,2,2,3
W_761,8,1,2,2,4
W_761,9,2,2,2,2
W_762,0,2,2,3,3
