ID,TOKEN_ID,SENTENCE_CLEAN,TOKEN,ANNOTATION_FINAL,MET_TYPE
694,45,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",verschwindet,Non-MRW,Non-MRW
694,46,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",es,Non-MRW,Non-MRW
694,47,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",da,Non-MRW,Non-MRW
694,48,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",sucht,MRW,indirect
694,49,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",eines,Non-MRW,Non-MRW
694,50,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",mit,Non-MRW,Non-MRW
694,51,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",zwei,Non-MRW,Non-MRW
694,52,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",Glotzaugen,MRW,indirect
694,53,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",den,Non-MRW,Non-MRW
694,54,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",dunklen,Non-MRW,Non-MRW
694,55,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",Weg,Non-MRW,Non-MRW
694,56,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",ab,MWE,MWE
694,57,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",hier,Non-MRW,Non-MRW
694,58,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",liegt,MRW,indirect
694,59,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",eine,Non-MRW,Non-MRW
694,60,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",beleuchtete,Non-MRW,Non-MRW
694,61,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",Halle,Non-MRW,Non-MRW
694,62,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",da,Non-MRW,Non-MRW
694,63,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",ist,Non-MRW,Non-MRW
694,64,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",ein,Non-MRW,Non-MRW
694,65,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",Haus,Non-MRW,Non-MRW
694,66,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",mit,Non-MRW,Non-MRW
694,67,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",rötlichgelblichen,Non-MRW,Non-MRW
694,68,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",Lichtern,Non-MRW,Non-MRW
694,69,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",da,Non-MRW,Non-MRW
694,70,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",eins,Non-MRW,Non-MRW
694,71,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",mit,Non-MRW,Non-MRW
694,72,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",weißen,Non-MRW,Non-MRW
694,73,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",in,Non-MRW,Non-MRW
694,74,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",der,Non-MRW,Non-MRW
694,75,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",Ferne,Non-MRW,Non-MRW
694,76,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",verdämmern,WIDLII,WIDLII
694,77,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",andere,Non-MRW,Non-MRW
694,78,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",ein,Non-MRW,Non-MRW
694,79,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",Brückchen,Non-MRW,Non-MRW
694,80,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",führt,MRW,indirect
694,81,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",über,Non-MRW,Non-MRW
694,82,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",einen,Non-MRW,Non-MRW
694,83,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",kleinen,Non-MRW,Non-MRW
694,84,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",Abgrund,Non-MRW,Non-MRW
694,85,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",bis,Non-MRW,Non-MRW
694,86,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",weit,Non-MRW,Non-MRW
694,87,"Da sind kleine Plätzchen, von einer Laterne notdürftig beleuchtet, man sieht grade eine Strecke Wegs von ein paar Metern, die ist leer; um ein anderes Licht sind Menschen versammelt, die bereden etwas; weiter oben rollt ein Automobil langsam und vorsichtig die beleuchtete Straße entlang, dann verschwindet es; da sucht eines mit zwei Glotzaugen den dunklen Weg ab; hier liegt eine beleuchtete Halle; da ist ein Haus mit rötlich-gelblichen Lichtern; da eins mit weißen; in der Ferne verdämmern andere; ein Brückchen führt über einen kleinen Abgrund; bis weit ins Land kann man sehen, und oben auf den Bergen wohnen auch Menschen und blinken Lichter.",ins,Non-MRW,Non-MRW
