SENTENCE_CLEAN,SENTENCE_ID,METAPHOR_DENSITY
Breisacher Stephansmünster auf dem historischen Münsterberg .,W_671,0.0
"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",W_672,0.058823529411764705
"São Roque: Diese Stadt liegt an der Nordküste von Pico und ist bekannt für ihre schönen Naturschwimmbecken, in denen Besucher baden können.",W_673,0.047619047619047616
Ungewöhnlicherweise beherbergt die Mall nur ein einziges Kaufhaus (Super Target).,W_675,0.1111111111111111
"Gayer-Anderson-Museum: Das Museum besteht aus zwei benachbarten und durch eine Brücke im zweiten Stock verbundenen Wohnhäusern aus dem 16. und 17. Jahrhundert, dem Beit el-Kirītlīya („Haus der Kreterin“) und dem Haus der Amina Bint Sālim, die sich beide unmittelbar südlich der Moschee des Aḥmad ibn Ṭūlūn befinden.",W_681,0.05405405405405406
Die Nordseite des Parks dominiert das große Riverwalk Einkaufszentrum.,W_692,0.0
"Der Hohe Dörnberg ist mit 578,7 m Höhe einer der abwechslungsreichsten Berge im Naturpark Habichtswald bei Kassel.",W_703,0.0
"Für lange Zeit gab es nur eine Zufahrtsstraße mit einem 8 Kilometer langen Stück von nur einer Spur Breite, genannt „The Gap“.",W_705,0.0
Die Anlage hat einen Pool mit Spa und Sauna und einen Tennisplatz. .,W_712,0.0
"The Golden Lemon Inn: 26 Zimmer und Villen, Restaurant, Bar, Pool, Kinderpool, Andenkengeschäft, Tennisplatz, Mini Markt, jede Villa mit eigenem Pool, schwarzer Sandstrand.",W_719,0.0
"Die gesamte Insel Magerøya steht seit 1929 unter Naturschutz, was natürlich für eine intakte Umwelt gesorgt hat, die zu Fuß erkundet werden kann. .",W_726,0.14285714285714285
"Eine frei zugängliche, öffentliche Toilettenanlage befindet sich am Rathaus oberhalb des Marktplatzes.",W_733,0.09090909090909091
"Wahoo Bay Beach Hotel: 20 Zimmer und Suiten, Restaurant, Bar, Pool, Tennisplatz, Strand, Segeln, Surfen und Tauchen.",W_739,0.0
"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",W_75,0.1875
"Der Ring von Brodgar ist eine jungsteinzeitliche Henge mit einer Steinkreissetzung und liegt ca. 16km westlich von Kirkwall auf der Orkneyinsel Mainland, auf einer Landzunge zwischen dem Loch of Stenness und dem Loch of Harray.",W_750,0.06451612903225806
"Pod kovač: Sehr kleiner Strand unmittelbar unter der Altstadt, vom Hafen erreichbar.",W_751,0.09090909090909091
Es herrscht ein quirliges Leben in der knapp 20 000 Einwohner großen Stadt.,W_761,0.4090909090909091
"Die Waldkarpaten sind seit dem Zweiten Weltkrieg so gut wie unbewohnt, und im Nationalpark leben noch Bären, Wölfe und Luchse.",W_762,0.05263157894736842
"Wiley Post Airport: kleiner regionaler Flughafen, touristisch wenig bedeutungsvoll.",W_768,0.0
Lodge Park: Eine elegante Tribüne aus dem 17. Jh.,W_769,0.14285714285714285
"Gasthof ""Wengers Brettl"": Gemütliche Weinstube mit Sonnenterrasse über den Dächern von Nördlingen in einem traditionsreichen Haus in der Innenstadt.",W_771,0.2222222222222222
Stratoni: sehr kleiner Hafen. .,W_778,0.0
Hartman National Park: Dieser Park befindet sich im Südwesten von Grenada und schützt ein Küstengebiet mit Mangrovenwäldern und Korallenriffen.,W_781,0.125
"In der Innenstadt von Puerto de la Cruz gibt es, wie in allen Touristenzentren, eine Vielzahl von Geschäften und Boutiquen.",W_787,0.11764705882352941
