SENTENCE_ID,TOKEN_ID,SENTENCE_CLEAN,TOKEN,ANNOTATION_FINAL,MET_TYPE
W_163,29,"Baggersee Schweinfurt (am Schwebheimer Wald): Rasenstrand, 1 Kilometer lang, Sandstrand mit großen Kinderspielplatz auf einer Halbinsel, Insel, nur für Schwimmer erreichbar, Wasserwachtstation, Beachcafé, Beachvolleyball, Tischtennis, Grillplätze im Schatten, im Kiefernwald, Hochseilgarten (siehe Klettern), Ausreichend kostenfreie Parkplätze aus Richtung Innenstadt/Hafen-West, aber sehr staubig!",Kiefernwald,Non-MRW,Non-MRW
W_163,30,"Baggersee Schweinfurt (am Schwebheimer Wald): Rasenstrand, 1 Kilometer lang, Sandstrand mit großen Kinderspielplatz auf einer Halbinsel, Insel, nur für Schwimmer erreichbar, Wasserwachtstation, Beachcafé, Beachvolleyball, Tischtennis, Grillplätze im Schatten, im Kiefernwald, Hochseilgarten (siehe Klettern), Ausreichend kostenfreie Parkplätze aus Richtung Innenstadt/Hafen-West, aber sehr staubig!",Hochseilgarten,Non-MRW,Non-MRW
W_163,31,"Baggersee Schweinfurt (am Schwebheimer Wald): Rasenstrand, 1 Kilometer lang, Sandstrand mit großen Kinderspielplatz auf einer Halbinsel, Insel, nur für Schwimmer erreichbar, Wasserwachtstation, Beachcafé, Beachvolleyball, Tischtennis, Grillplätze im Schatten, im Kiefernwald, Hochseilgarten (siehe Klettern), Ausreichend kostenfreie Parkplätze aus Richtung Innenstadt/Hafen-West, aber sehr staubig!",siehe,Non-MRW,Non-MRW
W_163,32,"Baggersee Schweinfurt (am Schwebheimer Wald): Rasenstrand, 1 Kilometer lang, Sandstrand mit großen Kinderspielplatz auf einer Halbinsel, Insel, nur für Schwimmer erreichbar, Wasserwachtstation, Beachcafé, Beachvolleyball, Tischtennis, Grillplätze im Schatten, im Kiefernwald, Hochseilgarten (siehe Klettern), Ausreichend kostenfreie Parkplätze aus Richtung Innenstadt/Hafen-West, aber sehr staubig!",Klettern,Non-MRW,Non-MRW
W_163,33,"Baggersee Schweinfurt (am Schwebheimer Wald): Rasenstrand, 1 Kilometer lang, Sandstrand mit großen Kinderspielplatz auf einer Halbinsel, Insel, nur für Schwimmer erreichbar, Wasserwachtstation, Beachcafé, Beachvolleyball, Tischtennis, Grillplätze im Schatten, im Kiefernwald, Hochseilgarten (siehe Klettern), Ausreichend kostenfreie Parkplätze aus Richtung Innenstadt/Hafen-West, aber sehr staubig!",Ausreichend,Non-MRW,Non-MRW
W_163,34,"Baggersee Schweinfurt (am Schwebheimer Wald): Rasenstrand, 1 Kilometer lang, Sandstrand mit großen Kinderspielplatz auf einer Halbinsel, Insel, nur für Schwimmer erreichbar, Wasserwachtstation, Beachcafé, Beachvolleyball, Tischtennis, Grillplätze im Schatten, im Kiefernwald, Hochseilgarten (siehe Klettern), Ausreichend kostenfreie Parkplätze aus Richtung Innenstadt/Hafen-West, aber sehr staubig!",kostenfreie,Non-MRW,Non-MRW
W_163,35,"Baggersee Schweinfurt (am Schwebheimer Wald): Rasenstrand, 1 Kilometer lang, Sandstrand mit großen Kinderspielplatz auf einer Halbinsel, Insel, nur für Schwimmer erreichbar, Wasserwachtstation, Beachcafé, Beachvolleyball, Tischtennis, Grillplätze im Schatten, im Kiefernwald, Hochseilgarten (siehe Klettern), Ausreichend kostenfreie Parkplätze aus Richtung Innenstadt/Hafen-West, aber sehr staubig!",Parkplätze,Non-MRW,Non-MRW
W_163,36,"Baggersee Schweinfurt (am Schwebheimer Wald): Rasenstrand, 1 Kilometer lang, Sandstrand mit großen Kinderspielplatz auf einer Halbinsel, Insel, nur für Schwimmer erreichbar, Wasserwachtstation, Beachcafé, Beachvolleyball, Tischtennis, Grillplätze im Schatten, im Kiefernwald, Hochseilgarten (siehe Klettern), Ausreichend kostenfreie Parkplätze aus Richtung Innenstadt/Hafen-West, aber sehr staubig!",aus,MRW,indirect
W_163,37,"Baggersee Schweinfurt (am Schwebheimer Wald): Rasenstrand, 1 Kilometer lang, Sandstrand mit großen Kinderspielplatz auf einer Halbinsel, Insel, nur für Schwimmer erreichbar, Wasserwachtstation, Beachcafé, Beachvolleyball, Tischtennis, Grillplätze im Schatten, im Kiefernwald, Hochseilgarten (siehe Klettern), Ausreichend kostenfreie Parkplätze aus Richtung Innenstadt/Hafen-West, aber sehr staubig!",Richtung,Non-MRW,Non-MRW
W_163,38,"Baggersee Schweinfurt (am Schwebheimer Wald): Rasenstrand, 1 Kilometer lang, Sandstrand mit großen Kinderspielplatz auf einer Halbinsel, Insel, nur für Schwimmer erreichbar, Wasserwachtstation, Beachcafé, Beachvolleyball, Tischtennis, Grillplätze im Schatten, im Kiefernwald, Hochseilgarten (siehe Klettern), Ausreichend kostenfreie Parkplätze aus Richtung Innenstadt/Hafen-West, aber sehr staubig!",Innenstadt/Hafen-West,Non-MRW,Non-MRW
W_163,39,"Baggersee Schweinfurt (am Schwebheimer Wald): Rasenstrand, 1 Kilometer lang, Sandstrand mit großen Kinderspielplatz auf einer Halbinsel, Insel, nur für Schwimmer erreichbar, Wasserwachtstation, Beachcafé, Beachvolleyball, Tischtennis, Grillplätze im Schatten, im Kiefernwald, Hochseilgarten (siehe Klettern), Ausreichend kostenfreie Parkplätze aus Richtung Innenstadt/Hafen-West, aber sehr staubig!",aber,Non-MRW,Non-MRW
W_163,40,"Baggersee Schweinfurt (am Schwebheimer Wald): Rasenstrand, 1 Kilometer lang, Sandstrand mit großen Kinderspielplatz auf einer Halbinsel, Insel, nur für Schwimmer erreichbar, Wasserwachtstation, Beachcafé, Beachvolleyball, Tischtennis, Grillplätze im Schatten, im Kiefernwald, Hochseilgarten (siehe Klettern), Ausreichend kostenfreie Parkplätze aus Richtung Innenstadt/Hafen-West, aber sehr staubig!",sehr,Non-MRW,Non-MRW
W_163,41,"Baggersee Schweinfurt (am Schwebheimer Wald): Rasenstrand, 1 Kilometer lang, Sandstrand mit großen Kinderspielplatz auf einer Halbinsel, Insel, nur für Schwimmer erreichbar, Wasserwachtstation, Beachcafé, Beachvolleyball, Tischtennis, Grillplätze im Schatten, im Kiefernwald, Hochseilgarten (siehe Klettern), Ausreichend kostenfreie Parkplätze aus Richtung Innenstadt/Hafen-West, aber sehr staubig!",staubig,Non-MRW,Non-MRW
W_227,1,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",Hoch,Non-MRW,Non-MRW
W_227,2,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",und,Non-MRW,Non-MRW
W_227,3,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",abgelegen,Non-MRW,Non-MRW
W_227,4,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",in,MRW,indirect
W_227,5,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",den,Non-MRW,Non-MRW
W_227,6,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",Anden,Non-MRW,Non-MRW
W_227,7,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",ragt,Non-MRW,Non-MRW
W_227,8,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",die,Non-MRW,Non-MRW
W_227,9,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",verlassene,Non-MRW,Non-MRW
W_227,10,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",Minenstadt,Non-MRW,Non-MRW
W_227,11,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",Sewell,Non-MRW,Non-MRW
W_227,12,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",aufgrund,Non-MRW,Non-MRW
W_227,13,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",ihrer,Non-MRW,Non-MRW
W_227,14,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",Höhenunterschiede,Non-MRW,Non-MRW
W_227,15,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",auch,Non-MRW,Non-MRW
W_227,16,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",Stadt,Non-MRW,Non-MRW
W_227,17,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",der,Non-MRW,Non-MRW
W_227,18,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",Treppen,Non-MRW,Non-MRW
W_227,19,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",genannt,Non-MRW,Non-MRW
W_227,20,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",aus,Non-MRW,Non-MRW
W_227,21,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",dem,Non-MRW,Non-MRW
W_227,22,"Hoch und abgelegen in den Anden ragt die verlassene Minenstadt Sewell, aufgrund ihrer Höhenunterschiede auch ""Stadt der Treppen"" genannt, aus dem Schnee.",Schnee,Non-MRW,Non-MRW
W_672,1,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",Der,Non-MRW,Non-MRW
W_672,2,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",Dom,Non-MRW,Non-MRW
W_672,3,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",zählt,MRW,indirect
W_672,4,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",zu,Non-MRW,Non-MRW
W_672,5,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",den,Non-MRW,Non-MRW
W_672,6,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",beeindruckendsten,Non-MRW,Non-MRW
W_672,7,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",Baudenkmalen,Non-MRW,Non-MRW
W_672,8,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",an,Non-MRW,Non-MRW
W_672,9,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",der,Non-MRW,Non-MRW
W_672,10,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",Straße,Non-MRW,Non-MRW
W_672,11,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",der,Non-MRW,Non-MRW
W_672,12,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",Romanik,Non-MRW,Non-MRW
W_672,13,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",der,Non-MRW,Non-MRW
W_672,14,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",bedeutendsten,Non-MRW,Non-MRW
W_672,15,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",Touristikroute,Non-MRW,Non-MRW
W_672,16,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",in,Non-MRW,Non-MRW
W_672,17,"Der Dom zählt zu den beeindruckendsten Baudenkmalen an der 'Straße der Romanik', der bedeutendsten Touristikroute in Sachsen-Anhalt. .",Sachsen-Anhalt,Non-MRW,Non-MRW
W_561,1,Die Stadt lässt sich recht gut zu Fuß bewältigen.,Die,Non-MRW,Non-MRW
W_561,2,Die Stadt lässt sich recht gut zu Fuß bewältigen.,Stadt,Non-MRW,Non-MRW
W_561,3,Die Stadt lässt sich recht gut zu Fuß bewältigen.,lässt,MRW,indirect
W_561,4,Die Stadt lässt sich recht gut zu Fuß bewältigen.,sich,MWE,MWE
W_561,5,Die Stadt lässt sich recht gut zu Fuß bewältigen.,recht,Non-MRW,Non-MRW
W_561,6,Die Stadt lässt sich recht gut zu Fuß bewältigen.,gut,Non-MRW,Non-MRW
W_561,7,Die Stadt lässt sich recht gut zu Fuß bewältigen.,zu,MWE,MWE
W_561,8,Die Stadt lässt sich recht gut zu Fuß bewältigen.,Fuß,MRW,indirect
W_561,9,Die Stadt lässt sich recht gut zu Fuß bewältigen.,bewältigen,Non-MRW,Non-MRW
W_538,1,"Withernsea (6.000 Einwohner), Gashauptstadt Englands, wo einige Pipelines der Nordseefelder an Land treffen.",Withernsea,Non-MRW,Non-MRW
W_538,2,"Withernsea (6.000 Einwohner), Gashauptstadt Englands, wo einige Pipelines der Nordseefelder an Land treffen.",Einwohner,Non-MRW,Non-MRW
W_538,3,"Withernsea (6.000 Einwohner), Gashauptstadt Englands, wo einige Pipelines der Nordseefelder an Land treffen.",Gashauptstadt,Non-MRW,Non-MRW
W_538,4,"Withernsea (6.000 Einwohner), Gashauptstadt Englands, wo einige Pipelines der Nordseefelder an Land treffen.",Englands,Non-MRW,Non-MRW
W_538,5,"Withernsea (6.000 Einwohner), Gashauptstadt Englands, wo einige Pipelines der Nordseefelder an Land treffen.",wo,Non-MRW,Non-MRW
W_538,6,"Withernsea (6.000 Einwohner), Gashauptstadt Englands, wo einige Pipelines der Nordseefelder an Land treffen.",einige,Non-MRW,Non-MRW
W_538,7,"Withernsea (6.000 Einwohner), Gashauptstadt Englands, wo einige Pipelines der Nordseefelder an Land treffen.",Pipelines,Non-MRW,Non-MRW
W_538,8,"Withernsea (6.000 Einwohner), Gashauptstadt Englands, wo einige Pipelines der Nordseefelder an Land treffen.",der,Non-MRW,Non-MRW
W_538,9,"Withernsea (6.000 Einwohner), Gashauptstadt Englands, wo einige Pipelines der Nordseefelder an Land treffen.",Nordseefelder,Non-MRW,Non-MRW
W_538,10,"Withernsea (6.000 Einwohner), Gashauptstadt Englands, wo einige Pipelines der Nordseefelder an Land treffen.",an,Non-MRW,Non-MRW
W_538,11,"Withernsea (6.000 Einwohner), Gashauptstadt Englands, wo einige Pipelines der Nordseefelder an Land treffen.",Land,Non-MRW,Non-MRW
W_538,12,"Withernsea (6.000 Einwohner), Gashauptstadt Englands, wo einige Pipelines der Nordseefelder an Land treffen.",treffen,MRW,indirect
W_103,1,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,Der,Non-MRW,Non-MRW
W_103,2,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,Bahnhof,Non-MRW,Non-MRW
W_103,3,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,in,MRW,indirect
W_103,4,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,Billerbeck,Non-MRW,Non-MRW
W_103,5,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,enthält,MRW,indirect
W_103,6,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,ein,Non-MRW,Non-MRW
W_103,7,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,sehr,Non-MRW,Non-MRW
W_103,8,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,schönes,Non-MRW,Non-MRW
W_103,9,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,und,Non-MRW,Non-MRW
W_103,10,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,leckeres,MRW,indirect
W_103,11,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,Kunstcafe,Non-MRW,Non-MRW
W_103,12,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,sowie,Non-MRW,Non-MRW
W_103,13,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,eine,Non-MRW,Non-MRW
W_103,14,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,Verleihstation,Non-MRW,Non-MRW
W_103,15,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,für,Non-MRW,Non-MRW
W_103,16,Der Bahnhof in Billerbeck enthält ein sehr schönes und leckeres Kunstcafe sowie eine Verleihstation für Fahrräder.,Fahrräder,Non-MRW,Non-MRW
W_769,1,Lodge Park: Eine elegante Tribüne aus dem 17. Jh.,Lodge,Non-MRW,Non-MRW
W_769,2,Lodge Park: Eine elegante Tribüne aus dem 17. Jh.,Park,MWE,MWE
W_769,3,Lodge Park: Eine elegante Tribüne aus dem 17. Jh.,Eine,Non-MRW,Non-MRW
W_769,4,Lodge Park: Eine elegante Tribüne aus dem 17. Jh.,elegante,Non-MRW,Non-MRW
W_769,5,Lodge Park: Eine elegante Tribüne aus dem 17. Jh.,Tribüne,Non-MRW,Non-MRW
W_769,6,Lodge Park: Eine elegante Tribüne aus dem 17. Jh.,aus,MRW,indirect
W_769,7,Lodge Park: Eine elegante Tribüne aus dem 17. Jh.,dem,Non-MRW,Non-MRW
W_769,8,Lodge Park: Eine elegante Tribüne aus dem 17. Jh.,Jh,Non-MRW,Non-MRW
W_121,1,Delaware Park: Größter Park in Buffalo mit gepflegten Grünflächen und einem See.,Delaware,Non-MRW,Non-MRW
W_121,2,Delaware Park: Größter Park in Buffalo mit gepflegten Grünflächen und einem See.,Park,MWE,MWE
W_121,3,Delaware Park: Größter Park in Buffalo mit gepflegten Grünflächen und einem See.,Größter,Non-MRW,Non-MRW
W_121,4,Delaware Park: Größter Park in Buffalo mit gepflegten Grünflächen und einem See.,Park,Non-MRW,Non-MRW
W_121,5,Delaware Park: Größter Park in Buffalo mit gepflegten Grünflächen und einem See.,in,Non-MRW,Non-MRW
W_121,6,Delaware Park: Größter Park in Buffalo mit gepflegten Grünflächen und einem See.,Buffalo,Non-MRW,Non-MRW
W_121,7,Delaware Park: Größter Park in Buffalo mit gepflegten Grünflächen und einem See.,mit,Non-MRW,Non-MRW
W_121,8,Delaware Park: Größter Park in Buffalo mit gepflegten Grünflächen und einem See.,gepflegten,Non-MRW,Non-MRW
W_121,9,Delaware Park: Größter Park in Buffalo mit gepflegten Grünflächen und einem See.,Grünflächen,Non-MRW,Non-MRW
W_121,10,Delaware Park: Größter Park in Buffalo mit gepflegten Grünflächen und einem See.,und,Non-MRW,Non-MRW
W_121,11,Delaware Park: Größter Park in Buffalo mit gepflegten Grünflächen und einem See.,einem,Non-MRW,Non-MRW
W_121,12,Delaware Park: Größter Park in Buffalo mit gepflegten Grünflächen und einem See.,See,Non-MRW,Non-MRW
W_75,1,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",Das,Non-MRW,Non-MRW
W_75,2,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",Luxushotel,Non-MRW,Non-MRW
W_75,3,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",liegt,MRW,indirect
W_75,4,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",im,MRW,indirect
W_75,5,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",Zentrum,Non-MRW,Non-MRW
W_75,6,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",von,Non-MRW,Non-MRW
W_75,7,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",Franzensbad,Non-MRW,Non-MRW
W_75,8,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",und,Non-MRW,Non-MRW
W_75,9,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",stammt,Non-MRW,Non-MRW
W_75,10,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",wie,Non-MRW,Non-MRW
W_75,11,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",auch,Non-MRW,Non-MRW
W_75,12,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",die,Non-MRW,Non-MRW
W_75,13,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",Stadt,Non-MRW,Non-MRW
W_75,14,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",aus,MRW,indirect
W_75,15,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",dem,Non-MRW,Non-MRW
W_75,16,"Das Luxushotel liegt im Zentrum von Franzensbad und stammt, wie auch die Stadt, aus dem Jahr 1793.",Jahr,Non-MRW,Non-MRW
W_49,1,"Weitere Fachwerkbauten umrahmen den verkehrsfreien Platz, dessen Gastronomie zu einer Pause einlädt. .",Weitere,Non-MRW,Non-MRW
W_49,2,"Weitere Fachwerkbauten umrahmen den verkehrsfreien Platz, dessen Gastronomie zu einer Pause einlädt. .",Fachwerkbauten,Non-MRW,Non-MRW
W_49,3,"Weitere Fachwerkbauten umrahmen den verkehrsfreien Platz, dessen Gastronomie zu einer Pause einlädt. .",umrahmen,MRW,indirect
W_49,4,"Weitere Fachwerkbauten umrahmen den verkehrsfreien Platz, dessen Gastronomie zu einer Pause einlädt. .",den,Non-MRW,Non-MRW
W_49,5,"Weitere Fachwerkbauten umrahmen den verkehrsfreien Platz, dessen Gastronomie zu einer Pause einlädt. .",verkehrsfreien,Non-MRW,Non-MRW
W_49,6,"Weitere Fachwerkbauten umrahmen den verkehrsfreien Platz, dessen Gastronomie zu einer Pause einlädt. .",Platz,Non-MRW,Non-MRW
W_49,7,"Weitere Fachwerkbauten umrahmen den verkehrsfreien Platz, dessen Gastronomie zu einer Pause einlädt. .",dessen,Non-MRW,Non-MRW
W_49,8,"Weitere Fachwerkbauten umrahmen den verkehrsfreien Platz, dessen Gastronomie zu einer Pause einlädt. .",Gastronomie,Non-MRW,Non-MRW
W_49,9,"Weitere Fachwerkbauten umrahmen den verkehrsfreien Platz, dessen Gastronomie zu einer Pause einlädt. .",zu,Non-MRW,Non-MRW
W_49,10,"Weitere Fachwerkbauten umrahmen den verkehrsfreien Platz, dessen Gastronomie zu einer Pause einlädt. .",einer,Non-MRW,Non-MRW
W_49,11,"Weitere Fachwerkbauten umrahmen den verkehrsfreien Platz, dessen Gastronomie zu einer Pause einlädt. .",Pause,Non-MRW,Non-MRW
W_49,12,"Weitere Fachwerkbauten umrahmen den verkehrsfreien Platz, dessen Gastronomie zu einer Pause einlädt. .",einlädt,MRW,indirect
W_228,1,Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,Die,Non-MRW,Non-MRW
W_228,2,Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,Altstadt,Non-MRW,Non-MRW
W_228,3,Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,liegt,MRW,indirect
W_228,4,Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,auf,WIDLII,WIDLII
W_228,5,Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,der,Non-MRW,Non-MRW
W_228,6,Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,Lagune,Non-MRW,Non-MRW
W_228,7,Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,und,Non-MRW,Non-MRW
W_228,8,Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,ist,Non-MRW,Non-MRW
W_228,9,Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,erbaut,Non-MRW,Non-MRW
W_228,10,Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,im,MRW,indirect
W_228,11,Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,Stil,Non-MRW,Non-MRW
W_228,12,Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,der,Non-MRW,Non-MRW
W_228,13,Die Altstadt liegt auf der Lagune und ist erbaut im Stil der französischen Kolonialarchitektur.,französischen,Non-MRW,Non-MRW
